ID	Label	Synonyms	Definition	Definition Source	Editor	Type	Parent Class	Subclass Context	Subclass Competency	Domain	Range	See Also	Comment
fso:FSO_0000222	Implement secure storage	??	Configure secure storage and monitor its usage	??	Yan Wang, Mateusz Kuzak, Angus Whyte, Celia van Gelder		Storage security management	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000223	Storage security risk assessment and mitigation	??	Detect and analysis security risk of storage periodically, and minimize the impact of the risks detected	??	Yan Wang, Mateusz Kuzak, Angus Whyte, Celia van Gelder		Storage security management	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000224	Understand storage security challanges	??	Understand the current storage security status and the preferred status, as well as the barriers between them	??	Yan Wang, Mateusz Kuzak, Angus Whyte, Celia van Gelder		Storage security management	('has context' some Organization); ('has context' only Organization)	('has competency' some Knowledge); ('has competency' only Knowledge)				
fso:FSO_0000225	Contributing to quality assessment	??	??	??	??		Govern and Assess						
fso:FSO_0000226	Appreciate importance of quality assessment and peer review	??	Relate assessment of research outputs' FAIRness to the research community's procedures for assessing research quality.	??	Angus Whyte, Celia van Gelder, Yan Wang, Mateusz Kuzak,		Contributing to quality assessment	('has context' some Organization); ('has context' only Organization)	('has competency' some Attitudes); ('has competency' only Attitudes)				
fso:FSO_0000227	Define quality assessment metrics	??	Identify measures and indicators for evaluating outputs' FAIRness and fitness for research purposes	??	Angus Whyte, Celia van Gelder, Yan Wang, Mateusz Kuzak,		Contributing to quality assessment	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000228	Implement quality assessment processes	??	Define and enact processes for evaluating FAIRness of outputs and peer reviewing their fitness for research purposes	??	Angus Whyte, Celia van Gelder, Yan Wang, Mateusz Kuzak,		Contributing to quality assessment	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000229	Support peer review practice	??	Make data and related research objects actionable for evaluating FAIR outputs and peer reviewing their fitness for research purposes	??	Angus Whyte, Celia van Gelder, Yan Wang, Mateusz Kuzak,		Contributing to quality assessment	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000230	Resource Management	??	??	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		owl:Thing	('has context' some Organization); ('has context' only Organization)					
fso:FSO_0000231	Funding aquisition	??	The consideration of available monetary resources for a specific time period to serve a specific purpose. [KH]	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management	('has context' some Organization); ('has context' only Organization)	('has competency' some Knowledge); ('has competency' only Knowledge)				
fso:FSO_0000232	Project management	??	The practice of initiating, planning, executing, controlling, and closing the work of a team to achieve specific goals and meet specific success criteria at the specified time. [KH]	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000233	Service Level Management	??	??	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management						
fso:FSO_0000234	Change Management	??	??	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management						
fso:FSO_0000235	Management of Workflow Technologies	??	The process of setting up environments for workflow technologies. [KH]	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management	('has context' some Project); ('has context' only Project)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000236	Management of provenance information	??	The activity of recording provenance for data and software. Knowledge about provenance vocabularies, for example PROV-O and models provenance such as nanopublications [KH]	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management	('has context' some Project); ('has context' only Project)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000237	Management of Cloud Computing Environment	??	The activity of bringing computer system resources, especially data storage and computing power on demand via Internet (modified from wikipedia) [VDA]	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management	('has context' some Project); ('has context' only Project)	('has competency' some Knowledge); ('has competency' only Knowledge)				
fso:FSO_0000238	HPC Management	??	High-performance computing (HPC) is a process for using of super computers and parallel processing techniques for solving complex computational problems. HPC technology focuses on developing parallel processing algorithms and systems by incorporating both administration and parallel computational techniques (modified from wikipedia)[VDA]	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management		('has competency' some Knowledge); ('has competency' only Knowledge)				
fso:FSO_0000239	Storage Management	??	The term storage management encompasses the technologies and processes  organizations use to maximize or improve the performance of their  data storage resources.  It is a broad category that includes  virtualization, replication, mirroring, security, compression,  traffic analysis, process automation, storage provisioning and  related techniques (webopedia.com/TERM/S/storage_management.html)[VDA] 	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management	('has context' some Project); ('has context' only Project)	('has competency' some Knowledge); ('has competency' only Knowledge)				
fso:FSO_0000240	Identity Management	??	Identity Management (IdM), also called Identity and Access Management (IAM) refers to a framework of policies and technologies for ensuring that the proper  user in an organisation has the appropriate access to technology resources  systems fall under the overarching umbrella of IT security.  IdM systems not only identify, but authenticate and authorize individuals  who will be using IT resources, but also the hardware and applications users need to access [VdA]	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management		('has competency' some Knowledge); ('has competency' only Knowledge)				
fso:FSO_0000241	Authorisation Management	??	??	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management						
fso:FSO_0000242	Data management costs	??	??	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management						
fso:FSO_0000243	Preservation costs	??	??	??	Victoria Dominguez Del Angel, Kristina Hettne, Simon Hodson		Resource Management						
fso:FSO_0000244	Data Stewardship and mentorship	data management and open research	Management and provision of good data stewardship practice.[PMQ]	Ther are more 'project manahement' skills and capabilities: training, supervising, assessing, managing, engaging, planning, coordinating, contributing, decision-making. 	Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		owl:Thing	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000245	Educational activities		Activities in and around the provision of training, mentorship and teaching opportunities for good data management and the implementation of FAIR practices.[PMQ]		Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Data Stewardship and mentorship	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000246	FAIR stewardship training		The provision of training materials and events in and around good data stewardship.[PMQ]		Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Educational activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000247	FAIR stewardship supervising		The activity of supervision of other people to ensure FAIR data practices.[PMQ]		Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Educational activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000248	Assessing		The assessment of good data practice and FAIR data stewardship.[PMQ]		Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Educational activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000249	Mentoring		The act of mentoring around FAIR data stewardship.[PMQ]		Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Educational activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000250	Project management activities		The practice of initiating, planning, executing, controlling, and closing the work of a team in relation to FAIR data stewardship. [PMQ]		Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Data Stewardship and mentorship	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000251	Strategic/long-term planning				Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Project management activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000252	Tactical/short-term planning				Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Project management activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000253	Logistical support				Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Project management activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000254	Conducting operations				Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Project management activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000255	Influencing/community building				Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Project management activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
fso:FSO_0000256	Meeting/conference organisation				Peter McQuilton, Susanna Sansone, Philippe Rocca-Serra, Allyson Lister		Project management activities	('has context' some Organization); ('has context' only Organization)	('has competency' some Skills); ('has competency' only Skills)				
