ID	Label	Definition	Definition Source	Editor	Parent Class	Comment
http://fairsharing.org/fso/FSO_0011541	Dataset	"Any organized collection of data in a computational format, defined by a theme or category that reflects what is being measured/observed/monitored. The presentation of the data in the application is enabled through metadata.REFERENCE. Research Data Alliance http://smw-rda.esc.rzg.mpg.de/index.php/Main_Page ; Mapping the Data Landscape 2011 Summit; TBS Standard on Geospatial Data (ISO 19115:2003); Environment Canada data stewardship &hellip; <a href=CASRAI. https://casrai.org/term/dataset/ class=more-link"	CASRAI. https://casrai.org/term/dataset/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011542	Dataset series	"A collection of datasets sharing the same product specification. A dataset series is a type of aggregation or collection with some logical grouping such as by a topic (specification) with the (product) unit being a dataset series. Example: A series of earth observations. Each year, month or week (depending on the volume) might be a &hellip; <a href=CASRAI. https://casrai.org/term/dataset-series/ class=more-link"	CASRAI. https://casrai.org/term/dataset-series/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011543	De facto standard	"A standard that is widely accepted and used, but lacks formal approval by a recognized standards developing organization (e.g., the QWERTY keyboard).n/ahttp://www.ses-standards.org/?58"	CASRAI. https://casrai.org/term/de-facto-standard/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011544	Deep archive	"A storage location for data that will probably not be accessed again, but must be kept in case of a compliance audit or some other reason.n/ahttp://searchstorage.techtarget.com/definition/active-archive"	CASRAI. https://casrai.org/term/deep-archive/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011545	Descriptive metadata	"Enables identification, location, and retrieval of information resources by users, often including the use of controlled vocabularies for classification and indexing and links to related resources.REFERENCE. DCC/TC3+"	CASRAI. https://casrai.org/term/descriptive-metadata/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011546	Digital	"A record created digitally in the day-to-day business of the organisation and assigned formal status by the organisation. Examples include: word processing documents, emails, databases, or intranet web pages. SYNONYM. Electronic recordREFERENCE. Research Data Alliance http://smw-rda.esc.rzg.mpg.de/index.php/Main_Page ; Digital preservation coalition; http://archives.govt.nz/advice/continuum-resource-kit/glossary/definitions-full-list#Record"	CASRAI. https://casrai.org/term/digital/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011547	Digital data	Data in the form of digital materials. RELATED TERM. Digital materialsn/a	CASRAI. https://casrai.org/term/digital-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011548	Digital infrastructure 	"Those layers that sit between base technology (a computer science concern) and discipline-specific science. The focus is on value-added systems and services that can be widely shared across scientific domains, both supporting and enabling large increases in multi- and interdisciplinary science while reducing duplication of effort and resources (e.g., including hardware, software, personnel, services and &hellip; <a href=CASRAI. https://casrai.org/term/digital-infrastructure/ class=more-link"	CASRAI. https://casrai.org/term/digital-infrastructure/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011549	Digital materials 	"A broad term encompassing: (a) digital surrogates created as a result of converting analogue materials to digital form (digitisation); (b) born digital for which there has never been and is never intended to be an analogue equivalent; and, (c) digital records. RELATED TERM. Born digital; Digital objects; Digital records; Digital data; Electronic recordsREFERENCE. Digital preservation &hellip; <a href=CASRAI. https://casrai.org/term/digital-materials/ class=more-link"	CASRAI. https://casrai.org/term/digital-materials/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011550	Digital object	"A digital object is editable, interactive, accessible and modifiable by means of digital objects other than the one governing its behaviour, and is distributed over information infrastructures. It is a machine-independent data structure consisting of one or more elements in digital form that can be parsed by different information systems; the structure helps to enable &hellip; <a href=CASRAI. https://casrai.org/term/digital-object/ class=more-link"	CASRAI. https://casrai.org/term/digital-object/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011551	Digital Object Identifier	A name (not a location) for an entity on digital networks. It provides a system for persistent and actionable identification and interoperable exchange of managed information on digital networks. A DOI is a type of Persistent Identifier (PID) issued by the International DOI Foundation. This permanent identifier is associated with a digital object that permits &hellip; <a href=CASRAI. https://casrai.org/term/digital-object-identifier/ class=more-link	CASRAI. https://casrai.org/term/digital-object-identifier/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011552	Digital preservation	The series of managed activities necessary to ensure continued access to digital materials for as long as necessary. Digital preservation is defined very broadly and refers to all of the actions required to maintain access to digital materials beyond the limits of media failure or technological change. Those materials may be records created during the &hellip; <a href=CASRAI. https://casrai.org/term/digital-preservation/ class=more-link	CASRAI. https://casrai.org/term/digital-preservation/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011553	Digital research data 	"Research data which is in digital form. It may have been originally created in digital form, or it may have been converted from paper, or other form to a digital representation.n/ahttp://smw-rda.esc.rzg.mpg.de/index.php/Main_Page"	CASRAI. https://casrai.org/term/digital-research-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011554	Dirty data 	"Data that contain errors. Dirty data can be caused by a number of factors including: inaccurate, incomplete or erroneous data such as spelling or punctuation errors, incorrect data or incorrect data type associated with a field, incomplete or outdated data, duplicate data, inconsistent data, incorrectly ordered data, improper parsing of fields from disparate systems, etc. &hellip; <a href=CASRAI. https://casrai.org/term/dirty-data/ class=more-link"	CASRAI. https://casrai.org/term/dirty-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011555	Document type definition 	The building blocks of an XML document.n/aCASRAI. https://www.oasis-open.org/committees/tc_home.php?wg_abbrev=docbook	CASRAI. https://casrai.org/term/document-type-definition/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011556	Documented data 	"Data that are delivered with all associated metadata, data dictionary, description of methods and instruments used to collect and process the data, and other supporting data (e.g., duplicate sample results, replicate analyses, percent recovery, etc.).n/a"	CASRAI. https://casrai.org/term/documented-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011557	Dublin Core 	"An initiative to create a digital library card catalog for the Web. Dublin Core is made up of 15 metadata elements that offer expanded cataloging information and improved document indexing for search engine programs. The 15 metadata elements used by Dublin Core are: title (the name given the resource), creator (the person or organization responsible &hellip; <a href=CASRAI. https://casrai.org/term/dublin-core/ class=more-link"	CASRAI. https://casrai.org/term/dublin-core/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011558	Dynamic data 	Data the content of which is changing frequently and at asynchronous moments. Examples include: Data streams that are generated by sensors when it is unpredictable when data segments will appear in time (i.e. data streams have gaps); Data streams that are generated by humans in crowdsourcing scenarios where it is not clear when which cell &hellip; <a href=CASRAI. https://casrai.org/term/dynamic-data/ class=more-link	CASRAI. https://casrai.org/term/dynamic-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011559	E-Research 	"Computationally intensive, large-scale, networked and collaborative forms of research and scholarship across all disciplines, including all of the natural and physical sciences, related applied and technological disciplines, biomedicine, social science and the digital humanities.n/a"	CASRAI. https://casrai.org/term/e-research/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011560	E-Research infrastructure 	"Comprises the ICT assets, facilities and services that support research within institutions and across national innovation systems, and that enable researchers to undertake excellent research and deliver innovation outcomes.n/a"	CASRAI. https://casrai.org/term/e-research-infrastructure/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011561	E-Science 	"Science supported to a significant degree by digital information-processing and/or computational technologies, or wholly based on these. Note that such a definition is functional, not some intrinsic property of the science. Data-based science, that is science which is based wholly or in part on exploiting existing information, is included within this definition. E-Science includes a &hellip; <a href=CASRAI. https://casrai.org/term/e-science/ class=more-link"	CASRAI. https://casrai.org/term/e-science/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011562	Ecosystem 	The complex of a community of organisms and its environment functioning as an ecological unit.REFERENCE. Merriam-Webster dictionary	CASRAI. https://casrai.org/term/ecosystem/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011563	Electronic health record 	"1. A compilation of core electronic health data submitted by various healthcare providers and organizations, accessible by numerous authorized parties from a number of points of care, possibly even from different jurisdictions. 2. An official health record for an individual that is shared among multiple facilities and agencies. 3. Electronic health records typically include: Contact &hellip; <a href=CASRAI. https://casrai.org/term/electronic-health-record/ class=more-link"	CASRAI. https://casrai.org/term/electronic-health-record/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011564	Electronic medical record 	An electronic version of the paper record that doctors have traditionally maintained for their patients and which is typically only accessible within the facility or office that controls it. RELATED TERM. Electronic health recordREFERENCE. Canadian Medical Protective Association (2014) Electronic Records Handbook	CASRAI. https://casrai.org/term/electronic-medical-record/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011565	Encoding schema 	Machine processable specifications which define the structure and syntax of metadata specifications in a formal schema language.REFERENCE. Rhys Francis/TC3+	CASRAI. https://casrai.org/term/encoding-schema/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011566	Engineering and scientific support	"A technical service involved in the performance, inspection and leadership of skilled technical activities.Examples include the: (a) Planning, design and making of maps, charts, drawings, illustrations and art work; (b) Design of three-dimensional exhibits or displays within a predetermined budget and pre-selected theme; (c) Conduct of analytical, experimental or investigative activities in the natural, physical &hellip; <a href=CASRAI. https://casrai.org/term/engineering-and-scientific-support/ class=more-link"	CASRAI. https://casrai.org/term/engineering-and-scientific-support/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011567	Extensible Markup Language 	"Extensible Markup Language (XML) is a simple, very flexible text format derived from SGML (ISO 8879). Originally designed to meet the challenges of large-scale electronic publishing, XML is also playing an increasingly important role in the exchange of a wide variety of data on the Web and elsewhere. SYNONYM. XMLn/ahttp://www.w3.org/XML"	CASRAI. https://casrai.org/term/extensible-markup-language/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011568	Extensible resource identifier	"A defining scheme used for identification of resources (including people and organizations) and the sharing of data across domains, enterprises, and applications. XRI TC will define a Uniform Resource Identifier (URI) scheme and a corresponding Uniform Resource (URN) namespace.n/aCASRAI. https://www.oasis-open.org/committees/tc_home.php?wg_abbrev=xri"	CASRAI. https://casrai.org/term/extensible-resource-identifier/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011569	Fair use 	"A legal concept that allows the reproduction of copyrighted material for certain purposes without obtaining permission and without paying a fee or royalty. Purposes permitting the application of fair use generally include review, news reporting, teaching, or scholarly research. When in doubt, the quickest and simplest thing may to request permission of the copyright owner.n/a"	CASRAI. https://casrai.org/term/fair-use/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011570	Feature extraction 	Selecting specific data that are significant in some particular contextn/a	CASRAI. https://casrai.org/term/feature-extraction/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011571	Field 	A data table column name. SYNONYM. Column. RELATED TERM. Attributen/a	CASRAI. https://casrai.org/term/field/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011572	Fixed data 	"Data that are not, under normal circumstances, subject to change. Examples of fixed data include results from concluded research, medical records, and historical data. SYNONYM. Reference data; Archival data; Fixed-content data; Permanent datan/ahttp://searchdatamanagement.techtarget.com/definition/fixed-data"	CASRAI. https://casrai.org/term/fixed-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011573	Foundational interoperability 	Foundational interoperability allows data exchange from one information technology system to be received by another and does not require the ability for the receiving information technology system to interpret the data.REFERENCE. Healthcare information management and systems society	CASRAI. https://casrai.org/term/foundational-interoperability/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011574	Framework 	"A real or conceptual structure intended to serve as a support or guide for the building of something that expands the structure into something useful. The ability to make refinements may require that the design is fully known, and this is not necessarily known at the outset. Framework is thus sometimes used as a 'fuzzy' &hellip; <a href=CASRAI. https://casrai.org/term/framework/ class=more-link"	CASRAI. https://casrai.org/term/framework/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011575	Golden record 	"1. A single, well-defined version of all the data entities in an organizational ecosystem. In this context, a golden record is sometimes called the single version of the truth, where truth is understood to mean the reference to which data users can turn when they want to ensure that they have the correct version of &hellip; <a href=CASRAI. https://casrai.org/term/golden-record/ class=more-link"	CASRAI. https://casrai.org/term/golden-record/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011576	Governance and accountability model	Provides the relationship and process context for working together to ensure outcomes are achieved.n/ahttp://www.tbs-sct.gc.ca/cioscripts/gloss/gloss-alpha_e.asp?SubjectID=128&who=/im-gi/	CASRAI. https://casrai-test.evision.ca/?page_id=274	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011577	Granularity 	REFERENCE. DAMA Dictionary of Data Management; Wikipedia	CASRAI. https://casrai.org/term/granularity/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011578	Grid 	"Any distributed infrastructure that is federated to combine resources from multiple organizations managed by different administrative domains. The Grid aims to coordinate the sharing of resources in a dynamic and multi-institutional setting to provide additional functionality beyond its constituent parts: brokering, workflow coordination, integration of computing and storage. In order for this to happen, interoperability &hellip; <a href=CASRAI. https://casrai.org/term/grid/ class=more-link"	CASRAI. https://casrai.org/term/grid/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011579	High quality data 	"High-quality data are complete, timely, accurate, consistent, relevant, reliable, traceable, cleaned, validated, and well documented.n/a"	CASRAI. https://casrai.org/term/high-quality-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011580	Human-readable format	"Data and code that are commented so that humans can understand what it represents, it’s design, and purpose.REFERENCE. Wilson G, Aruliah DA, Brown CT, Hong NPC, Davis M, Guy RT, Haddock SHD, Huff K, Mitchell IM, Plumbley MD, Waugh B, White EP, Wilson P (2012). Best practices for scientific computing , arXiv, 29 November, 1-6."	CASRAI. https://casrai.org/term/human-readable-format/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011581	Hypermedia As The Engine Of application State 	Hypermedia As The Engine Of application State. SYNONYM. HATEOSn/a	CASRAI. https://casrai.org/term/hypermedia-as-the-engine-of-application-state/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011582	Identity ecosystem	"More formally known as the National Strategy for Trusted Identities in Cyberspace, the identity ecosystem is a proposal from the United States federal government to improve identity authentication on the Internet and make online transactions safer. The proposal has four goals: To develop a comprehensive Identity Ecosystem framework; To build and implement an interoperable identity &hellip; <a href=CASRAI. https://casrai.org/term/identity-ecosystem/ class=more-link"	CASRAI. https://casrai.org/term/identity-ecosystem/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011583	Impact	"In the context of a researcher's activities, impact is the consequence of the research and new knowledge on the advancement of the specialty. Science-based policies, regulations, services and technology transfers are some examples of ways target results can be achieved and impact demonstrated. Impact is one of four valued outcomes. In a 5-level incumbent-based process, &hellip; <a href=CASRAI. https://casrai.org/term/impact/ class=more-link"	CASRAI. https://casrai.org/term/impact/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011584	Import	"Use an application (software) to open a file that is in a format different from the format the application creates on its own. Assuming the application knows how to import (reformat) the file, it does so and then opens it for the user to work on. After working with the opened file, the application user &hellip; <a href=CASRAI. https://casrai.org/term/import/ class=more-link"	CASRAI. https://casrai.org/term/import/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011585	Incumbent-based	"In the context of a researcher's job, an incumbent-based position means that the researcher’s achievements in research contexts determine his/her level for initial appointments and promotion in a job. Incumbents are promoted by appointment to a higher level in their own positions based upon the incumbent's' qualifications.. Only valued outcomes are used to assess a &hellip; <a href=CASRAI. https://casrai.org/term/incumbent-based/ class=more-link"	CASRAI. https://casrai.org/term/incumbent-based/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011586	Information	"The aggregation of data to make coherent observations about the world, meaningful data, or data arranged or interpreted in a way to provide meaning."	CASRAI. https://casrai-test.evision.ca/?page_id=293	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011587	Information silos 	Heterogeneous data sources.n/a	CASRAI. https://casrai.org/term/information-silos/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011588	Input	A variable (whether stored within a component or outside it) that is read by the component.n/aCASRAI. https://www.ee.oulu.fi/research/ouspg/Glossary#OUSPG_Glossary	CASRAI. https://casrai.org/term/input/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011589	Instrument 	1. A tool or device that is used to do a particular task. 2. A device that is used for making measurements of something.n/aCASRAI. https://www.ee.oulu.fi/research/ouspg/Glossary#OUSPG_Glossary	CASRAI. https://casrai.org/term/instrument/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011590	Instrument output data	"Raw electronic data generated by an instrument, analyzer, or data logger before any human action on the data and before any processing of the data by automated or semi-automated 3rd-party software or algorithms. RELATED TERM. Raw datan/a"	CASRAI. https://casrai.org/term/instrument-output-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011591	International chemical identifier 	In the context of chemistry: The International Chemical Identifier is a non-proprietary identifier for chemical substances that can be used in printed and electronic data sources thus enabling easier linking of diverse data compilations. International Union of Pure and Applied Chemistry (IUPAC)REFERENCE. MIT data management and publishing	CASRAI. https://casrai.org/term/international-chemical-identifier/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011592	International standard 	"A standard that is used in multiple nations and whose development process is open to representatives from all countries. Some international standards are promulgated by multinational treaty organizations (e.g., the International Telecommunications Union (ITU); the United Nations Food and Agriculture Organization (FAO)). Some international standards are promulgated by multinational non treaty organizations (e.g., the International &hellip; <a href=CASRAI. https://casrai.org/term/international-standard/ class=more-link"	CASRAI. https://casrai.org/term/international-standard/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011593	Interoperability 	"The capability to communicate, execute programs, or transfer data among various functional units in a useful and meaningful manner that requires the user to have little or no knowledge of the unique characteristics of those units. Foundational, syntactic, and semantic interoperability are the three necessary aspects of interoperability.REFERENCE. Research Data Alliance http://smw-rda.esc.rzg.mpg.de/index.php/Main_Page ; The Open &hellip; <a href=CASRAI. https://casrai.org/term/interoperability/ class=more-link"	CASRAI. https://casrai.org/term/interoperability/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011594	Investigation 	"1. In the context of research, development and analysis: The quest to find the answer to a question using the scientific method. 2. In a legal or administrative context: An inquiry into concerns or allegations related to wrongdoing or illegal activity. RELATED TERM. Auditn/a"	CASRAI. https://casrai-test.evision.ca/?page_id=313	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011595	ISO 17025 	"Specifies the general requirements for the competence to carry out tests and/or calibrations, including sampling. It covers testing and calibration performed using standard methods, non-standard methods, and laboratory-developed methods. Originally known as Guide 25, ISO 17025 was initially issues in 1999. The 2005 revision of ISO 17025 introduced greater emphasis on the responsibilities of senior &hellip; <a href=CASRAI. https://casrai.org/term/iso-17025/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=284	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011596	ISO 19115 Metadata profile 	"A metadata profile that specifies the elements and syntax to be used when implementing the international geospatial standard (ISO 19115: 2003) in North America. SYNONYM. North American Profile for ISO 19115; NAP.REFERENCE. Government of Canada, Environment Canada data stewardship handbook (draft)"	CASRAI. https://casrai-test.evision.ca/?page_id=285	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011597	ISO 8000	"ISO/TS 8000-1:2011 contains a statement of the scope as a whole, principles of data quality, the high-level data architecture of ISO 8000, a description of the structure of ISO 8000, and a summary of the content of the other parts of the general data quality series of parts of ISO 8000. It also describes the &hellip; <a href=CASRAI. https://casrai.org/term/iso-8000/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=286	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011598	ISO 9000	"A family of standards and guidelines related to quality management systems, terminology, and tools, such as auditing. It states requirements for what an organization must do to manage processes influencing quality. While ISO 9000 is primarily concerned with processes and not products, the way an organization manages its processes affects the final product and helps &hellip; <a href=CASRAI. https://casrai.org/term/iso-9000/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=287	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011599	Legacy data	Data that fall into the category of dark data or at-risk data. RELATED TERM. Dark data; At-risk datan/a	CASRAI. https://casrai-test.evision.ca/?page_id=321	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011600	Linked open data	"Data where relationships/connections between them are available to allow easy data access. A typical case of a large Linked dataset is DBPedia (http://dbpedia.org/), which essentially makes the content of Wikipedia available in RDF. This related collection of interrelated datasets is stored on the Web and available via a common format -RDF. http://www.w3.org/standards/semanticweb/data#summaryREFERENCE. Research Data Alliance &hellip; <a href=CASRAI. https://casrai.org/term/linked-open-data/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=322	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011601	Machine readable 	In a form that can be used and understood by a computer.n/ahttp://open.canada.ca/en/open-data-principles#toc94	CASRAI. https://casrai-test.evision.ca/?page_id=324	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011602	Machine-readable format	"A broad term encompassing: (a) digital surrogates created as a result of converting analogue materials to digital form (digitisation); (b) born digital for which there has never been and is never intended to be an analogue equivalent; and, (c) digital records. RELATED TERM. Born digital; Digital objects; Digital records; Digital data; Electronic recordsREFERENCE. Open Data &hellip; <a href=CASRAI. https://casrai.org/term/machine-readable-format/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=325	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011603	Mandatory standard	"Requires compliance because of a government statute or regulation, an organization internal policy, or contractual requirement. Failure to comply with a mandatory standard usually carries a sanction, such as civil or criminal penalties, or loss of employment.REFERENCE. American National Standards Institute ANSI Standards Management: A Handbook for Profit"	CASRAI. https://casrai-test.evision.ca/?page_id=330	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011604	Metadata	"Literally, data about data; data that defines and describes the characteristics of other data, used to improve both business and technical understanding of data and data-related processes. Business metadata includes the names and business definitions of subject areas, entities and attributes, attribute data types and other attribute properties, range descriptions, valid domain values and their &hellip; <a href=CASRAI. https://casrai.org/term/metadata/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=337	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011605	Metadata catalogue	A catalogue containing metadata records in XML-encoded (machine-readable and human-readable) format that enables services to find data and services.n/ahttp://smw-rda.esc.rzg.mpg.de/index.php/Main_Page	CASRAI. https://casrai-test.evision.ca/?page_id=338	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011606	Metadata dataset	The set of metadata describing a specific dataset.n/ahttp://smw-rda.esc.rzg.mpg.de/index.php/Main_Page	CASRAI. https://casrai-test.evision.ca/?page_id=339	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011607	Metadata record	"A collection of data defined by a theme, category, which reflects what is being measured, observed, monitored at the various sites. The Metadata Record is an information resource of business value.REFERENCE. Research Data Alliance http://smw-rda.esc.rzg.mpg.de/index.php/Main_Page ; DCC/TC3+"	CASRAI. https://casrai-test.evision.ca/?page_id=340	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011608	Middleware	"Computer software that provides services to software applications beyond those available from the operating system. It can be described as software glue. Middleware makes it easier for software developers to perform communication and input/output, so they can focus on the specific purpose of their application.REFERENCE. Research Data Canada Infrastructure Committee; Wikipedia"	CASRAI. https://casrai-test.evision.ca/?page_id=341	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011609	Migration	"A means of overcoming technological obsolescence by transferring digital resources from one hardware/software generation to the next. The purpose of migration is to preserve the intellectual content of digital objects and to retain the ability for clients to retrieve, display, and otherwise use them in the face of constantly changing technology. Migration differs from the &hellip; <a href=CASRAI. https://casrai.org/term/migration/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=342	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011610	Minimal metadata	A description with very little curation that would include at least a name and PID of a data object. Minimal metadata is only marginally targeted at discovery since there is much better infrastructure to accomplish this.n/ahttp://smw-rda.esc.rzg.mpg.de/index.php/Main_Page	CASRAI. https://casrai-test.evision.ca/?page_id=343	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011611	National standard	"From an official perspective, a national standard is adopted by a national standards body (e.g., Standards Council of Canada, American National Standards Institute, British Standards Institution) and made available to the public. Practically speaking, however, a national standard is any standard that is widely used and recognized within a country. In this context, even government &hellip; <a href=CASRAI. https://casrai.org/term/national-standard/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=347	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011612	Noisy data	"Meaningless data, including: Any data that cannot be understood and interpreted correctly by machines, such as unstructured text; any data that has been received, stored, or changed in such a manner that it cannot be read or used by the program that originally created it. RELATED TERM. Corrupt datan/ahttp://searchbusinessanalytics.techtarget.com/definition/noisy-data"	CASRAI. https://casrai-test.evision.ca/?page_id=349	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011613	Non identifiable data	"Data that could not lead to the identification of a specific individual, to distinguishing one person from another, or to personally identifiable information. These may be data that have been de-identified, or that could not lead to personally identifiable information in the first place. RELATED TERM. Non personally identifiable informationn/a"	CASRAI. https://casrai-test.evision.ca/?page_id=350	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011614	Non personally identifiable information 	"Data that could not lead to the identification of a specific individual, to distinguishing one person from another, or to personally identifiable information. These may be data that have been de-identified, or that could not lead to personally identifiable information in the first place.n/a"	CASRAI. https://casrai-test.evision.ca/?page_id=351	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011615	Normalization 	"The process of organizing data into tables in such a way that the results of using the database are always unambiguous and as intended. Normalization is typically a refinement process after the initial exercise of identifying the data objects that should be in the database, identifying their relationships, and defining the tables required and the &hellip; <a href=CASRAI. https://casrai.org/term/normalization/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=352	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011616	OAI repository 	A type of repository with a network accessible server that can process the 6 OAI-PMH requests in the manner described in the OAI Implementation Guide.n/ahttp://smw-rda.esc.rzg.mpg.de/index.php/Main_Page	CASRAI. https://casrai-test.evision.ca/?page_id=353	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011617	Object model 	"A collection of descriptions of classes or interfaces, together with their member data, member functions, and class-static operations.n/ahttp://smw-rda.esc.rzg.mpg.de/index.php/Main_Page"	CASRAI. https://casrai-test.evision.ca/?page_id=355	Peter McQuilton	technical concept	CASRAI
