Category,ID,Label,Definition
Data,T4FS:0000265,Curated data,"The output of a data curation activity. Such data has generally already been cleaned, standardised, documented. Additional metadata relevant to the data object has also been added, via either manual or automatic methods."
Data,T4FS:0000295,Structured data,"Data whose elements have been organized into a consistent format and data structure within a defined data model such that the elements can be easily addressed, organized and accessed in various combinations to make better use of the information, such as in a relational database."
Data,T4FS:0000312,Digital research data,"Research data which is in digital form. It may have been originally created in digital form, or it may have been converted from paper, or other form to a digital representation."
Data,T4FS:0000334,Legacy data,Data that fall into the category of dark data or at-risk data.
Data,T4FS:0000364,Semantic data,Data that are tagged with particular metadata that can be used to derive relationships between data.
Data,T4FS:0000420,Unstructured data,"Data that have not been organized into a format and identifiable data structure that makes them easy to access and process. These data can often be searched as long as they are digital, but they are difficult to use for computer analyses."
Data,T4FS:0000431,Semi-structured data,"Data that have not been organized into a specialized repository, such as a database, but that nevertheless have associated information, such as metadata, that makes them more amenable to processing than raw data. Semi-structured data lie somewhere between structured and unstructured data. They are not organized in a complex manner that makes sophisticated access and analysis possible. However, they may have information associated with them, such as metadata tagging that allows elements contained to be addressed. Example: A Word document is generally considered to be unstructured data. However, metadata tags could be added in the form of keywords and other metadata that represent the document content and make it easier for that document to be found when people search for those terms — the data are now semi-structured. Nevertheless, the document still lacks the complex organization of a database, so falls short of being fully structured data."
Data,T4FS:0000449,Repurposed data,"New datasets obtained by combining data appropriately from a variety of existing files, generating new data products that did not previously exist. Repurposed data result from data wrangling."
Data,T4FS:0000511,Digital data,Data in the form of digital materials.
Data,T4FS:0000518,Research data,"Data that are used as primary sources to support technical or scientific enquiry, research, scholarship, or artistic activity, and that are used as evidence in the research process and/or are commonly accepted in the research community as necessary to validate research findings and results. All other digital and non-digital content have the potential of becoming research data. Research data may be experimental data, observational data, operational data, third party data, public sector data, monitoring data, processed data, or repurposed data."
Data stewardship technical concept,T4FS:0000445,Dublin Core,"An initiative to create a digital library card catalog for the Web. Dublin Core is made up of 15 metadata elements that offer expanded cataloging information and improved document indexing for search engine programs. The 15 metadata elements used by Dublin Core are: title (the name given the resource), creator (the person or organization responsible for the content), subject (the topic covered), description (a textual outline of the content), publisher (those responsible for making the resource available), contributor (those who added to the content), date (when the resource was made available), type (a category for the content), format (how the resource is presented), identifier (numerical identifier for the content such as a URL), source (where the content originally derived from), language (in what language the content is written), relation (how the content relates to other resources, for instance, if it is a chapter in a book), coverage (where the resource is physically located), and rights (a link to a copyright notice)."
Data stewardship technical concept,T4FS:0000450,Document type definition,The building blocks of an XML document.
Data stewardship technical concept,T4FS:0000462,Impact,"In the context of a researcher's activities, impact is the consequence of the research and new knowledge on the advancement of the specialty. Science-based policies, regulations, services and technology transfers are some examples of ways target results can be achieved and impact demonstrated."
Data stewardship technical concept,T4FS:0000467,National standard,"From an official perspective, a national standard is adopted by a national standards body (e.g., Standards Council of Canada, American National Standards Institute, British Standards Institution) and made available to the public. Practically speaking, however, a national standard is any standard that is widely used and recognized within a country. In this context, even government standards, such as those issued by the Occupational Safety and Health Administration (OSHA), can be considered national standards."
Data stewardship technical concept,T4FS:0000468,Open government,"A governing culture that holds that the public has the right to access the documents and proceedings of government to allow for greater openness, accountability, and engagement."
Data stewardship technical concept,T4FS:0000475,Computer code,"A series of computer instructions written in some human readable computer language, usually stored in a text file."
Data stewardship technical concept,T4FS:0000476,Syntactic interoperability,Syntactic interoperability defines the structure or format of data exchange and is achieved through tools such as XML or SQL Standards.
Data stewardship technical concept,T4FS:0000480,Corpus,"A set of documents that has a scientific meaning. A corpus can be produced by an individual researchers activity (including its archival materials), or from a laboratory research, field campaign or science and culture heritage project, a survey, etc."
Data stewardship technical concept,T4FS:0000485,Reference resolution,The process of resolving a reference to useful information by using a globally available system.
Data stewardship technical concept,T4FS:0000488,Standard Operating Procedure,"Detailed, written instructions to achieve uniformity of the performance of a specific function."
Data stewardship technical concept,T4FS:0000489,Repository,"Repositories preserve, manage, and provide access to many types of digital materials in a variety of formats."
Repository,T4FS:0000005,Repository access,"In accessing a repository one uses a client (application) to discover relevant digital objects within a repository, and then retrieve a copy of a desired digital object."
Repository,T4FS:0000181,Repository certification schemes,
Repository certification schemes,T4FS:0000217,Core trust seal,CoreTrustSeal offers to any interested data repository a core level certification based on the DSA–WDS Core Trustworthy Data Repositories Requirements catalogue and procedures. This universal catalogue of requirements reflects the core characteristics of trustworthy data repositories and is the culmination of a cooperative effort between DSA and WDS under the umbrella of the Research Data Alliance to merge their data repositories certifications.
Data stewardship technical concept,T4FS:0000500,Record,"1. A collection of data items arranged for processing by a program. Multiple records are contained in a file or dataset. Typically, records can be of fixed-length or be of variable length with the length information contained within the record. 2. A record (sometimes called a row) is a group of fields (sometimes called columns) within a table that are relevant to a specific entity."
Data stewardship technical concept,T4FS:0000503,Mandatory standard,"Requires compliance because of a government statute or regulation, an organization internal policy, or contractual requirement. Failure to comply with a mandatory standard usually carries a sanction, such as civil or criminal penalties, or loss of employment."
Data stewardship technical concept,T4FS:0000505,Golden record,"1. A single, well-defined version of all the data entities in an organizational ecosystem. In this context, a golden record is sometimes called the single version of the truth, where truth is understood to mean the reference to which data users can turn when they want to ensure that they have the correct version of a piece of information. The golden record encompasses all the data in every system of record within a particular organization. A system of record is an information storage and retrieval system that serves as the authoritative source for a particular data element in a system containing multiple sources of the same element. To ensure data integrity, a single system of record must always exist for each and every data element. A well-maintained, current golden record should be a fundamental element of the Master Data Management policy for every enterprise. 2. The word “golden” is sometimes used in information technology to express the importance of some type of source. In the context of virtualization, for example, a golden image is a template for a virtual machine, virtual desktop, servers, or hard disk drive."
Data stewardship technical concept,T4FS:0000507,Data quality,"The reliability and application efficiency of data. It is a perception or an assessment of dataset's fitness to serve its purpose in a given context. Aspects of data quality include: Accuracy, Completeness, Update status, Relevance, Consistency across data sources, Reliability, Appropriate presentation, Accessibility. Within an organization, acceptable data quality is crucial to operational and transactional..."
Data stewardship technical concept,T4FS:0000521,Electronic health record,"1. A compilation of core electronic health data submitted by various healthcare providers and organizations, accessible by numerous authorized parties from a number of points of care, possibly even from different jurisdictions. 2. An official health record for an individual that is shared among multiple facilities and agencies. 3. Electronic health records typically include: Contact information, Information about visits to health care professionals, Allergies, Insurance information, Family history, Immunization status, Information about any conditions or diseases, A list of medications, Records of hospitalization, Information about any surgeries or procedures performed. Digitized health information systems are expected to improve efficiency and quality of care and, ultimately, reduce costs. The benefits of electronic health records include: The ability to automatically share and update information among different offices and organizations, More efficient storage and retrieval, The ability to share multimedia information, such as medical imaging results, among locations, The ability to link records to sources of relevant and current research, Easier standardization of services and patient care, Provision of decision support systems (DSS) for healthcare professionals, Less redundancy of effort, Lower cost to the medical system once implementation is complete, The governments of many countries are working to ensure that all citizens have standardized electronic health records and that all records include the same types of information. The major barrier for the adoption of electronic health records is cost."
Data stewardship technical concept,T4FS:0000527,Metadata,"Literally, “data about data”; data that defines and describes the characteristics of other data, used to improve both business and technical understanding of data and data-related processes. Business metadata includes the names and business definitions of subject areas, entities and attributes, attribute data types and other attribute properties, range descriptions, valid domain values and their definitions. Technical metadata includes physical database table and column names, column properties, and the properties of other database objects, including how data is stored. Process metadata is data that defines and describes the characteristics of other system elements (processes, business rules, programs, jobs, tools, etc.). Data stewardship metadata is data about data stewards, stewardship processes and responsibility assignments."
Metadata,T4FS:0000059,System metadata,"Digital entity properties that are generated by the data management system (e.g., creation time; owner; storage location; data retention period; the length of time a digital entity will be retained)."
Metadata,T4FS:0000159,Minimal metadata,A description with very little curation that would include at least a name and PID of a data object. Minimal metadata is only marginally targeted at discovery since there is much better infrastructure to accomplish this.
Metadata,T4FS:0000241,Structural metadata,"A type of metadata that indicates how compound objects are put together (e.g., how pages are ordered to form chapters; how data are organized in a table; how datasets are organized in a collection) 2. The underlying structural metadata of digital objects that tells computers how to assemble them."
Metadata,T4FS:0000255,Technical metadata,"Describes the technical processes used to produce, or required to use a digital object."
Metadata,T4FS:0000301,Record provenance information,"Information for a data object that includes: * the person who deposited the data object in the repository, * the source of the data object, * the date when the object was deposited, and * authenticity information needed to link the data object to its original source."
Metadata,T4FS:0000402,Provenance metadata,"Information concerning the creation, attribution, or version history of managed data. Provenance metadata that indicates the relationship between two versions of data objects and is generated whenever a new version of a dataset is created. Examples include: (i) the name of the program that generated the new version, (ii) the commit id of the program."
Metadata,T4FS:0000410,Preservation metadata,Documents actions that have been undertaken to preserve a digital resource such as migrations and checks sum calculations.
Data stewardship technical concept,T4FS:0000528,Comma separated values,A file that contains the values in a table as a series of ASCII text lines organized so that each column value is separated by a comma from the next column's value and each row starts a new line.
Data stewardship technical concept,T4FS:0000529,Identifier,
Identifier,T4FS:0000268,Universally Unique Identifier,A 128-bit number used to guarantee unique identity for different objects on the internet over time. File system partitions.
Identifier,T4FS:0000316,Accession number,Numbers used by the National Center for Biotechnology Information (NCBI) that are unique and citable.
Identifier,T4FS:0000453,Persistent identifier,"A persistent identifier is a long-lasting reference to a digital object that gives information about that object regardless what happens to it. Developed to address link rot, a persistent identifier can be resolved to provide an appropriate representation of an object whether that objects changes its online location or goes offline."
Persistent identifier,T4FS:0000056,Data identifier,An identifier that uniquely distinguishes one set of data from all others.
Persistent identifier,T4FS:0000139,PID service,A service that provides a connection between a PID and its target object.
Persistent identifier,T4FS:0000189,International chemical identifier,In the context of chemistry: The International Chemical Identifier is a non-proprietary identifier for chemical substances that can be used in printed and electronic data sources thus enabling easier linking of diverse data compilations. International Union of Pure and Applied Chemistry (IUPAC)REFERENCE. MIT data management and publishing
Persistent identifier,T4FS:0000239,PID record,"A type of record (and organization) that stores an instance of an executable/understandable PID. The content of a PID record distinguishes a registered digital or data object from other DOs. A PID record is a type of record that includes property information that characterizes the digital object it is identifying. Important parts of a PID record are location and checksum. However there is a large variation in usage. In some data models the PID is simply used as a unique label with an empty record. A PID record has a lifecycle including creation, publication, Curation and the destruction."
Persistent identifier,T4FS:0000337,PID attribute,A single data element related to a PID and part of its record content.
Persistent identifier,T4FS:0000360,PID system,"Consists of at least one PID resolver, a name schema and a defined mechanism for issuing PIDs that conform to the name schema. Examples include: DOI, Handle System, URN, ARK, PURL, etc."
Persistent identifier,T4FS:0000365,PID domain,"For a single identifier, the class of entity it refers to. For a PID system, the typical class of entities it is intended to be used for. Examples include: digital objects, physical objects, bodies, actors."
Persistent identifier,T4FS:0000434,Digital Object Identifier,A name (not a location) for an entity on digital networks. It provides a system for persistent and actionable identification and interoperable exchange of managed information on digital networks. A DOI is a type of Persistent Identifier (PID) issued by the International DOI Foundation. This permanent identifier is associated with a digital object that permits it to be referenced reliably even if its location and metadata undergo change over time.
Persistent identifier,T4FS:0000443,Persistent uniform resource locator,"This is a URL. However, instead of pointing directly to the location of an Internet resource, a PURL points to an intermediate resolution service. The PURL resolution service associates the PURL with the actual URL and returns that URL to the client."
Persistent identifier,T4FS:0000540,PID resolution,The process of resolving a PID to a useful state of information about a digital object by using a globally available system.
Identifier,T4FS:0000460,Extensible resource identifier,"A defining scheme used for identification of resources (including people and organizations) and the sharing of data across domains, enterprises, and applications. XRI TC will define a Uniform Resource Identifier (URI) scheme and a corresponding Uniform Resource (URN) namespace.n/aCASRAI. https://www.oasis-open.org/committees/tc_home.php?wg_abbrev=xri"
Identifier,T4FS:0000494,Uniform resource identifier,"A string of characters used to identify or name a resource on the Internet. Such identification enables interaction with representations of the resource over a network, typically the World Wide Web, using specific protocols. MIT data management and publishing"
Data stewardship technical concept,T4FS:0000546,Darwin information typing architecture,A document creation and management specification that builds content reuse into the authoring process.
Data stewardship technical concept,T4FS:0000547,Analytics,The discovery of meaningful multidimensional patterns in data.
Data stewardship technical concept,T4FS:0000552,Confidential information,"Any information obtained by a person on the understanding that they will not disclose it to others, or obtained in circumstances where it is expected that they will not disclose it."
,T4FS:0000446,Data stewardship guideline,
Data stewardship guideline,T4FS:0000447,FAIR principle,"The FAIR principles are guidelines to improve the Findability, Accessibility, Interoperability, and Reuse of digital assets. The principles emphasise machine-actionability (i.e., the capacity of computational systems to find, access, interoperate, and reuse data with none or minimal human intervention) because humans increasingly rely on computational support to deal with data as a result of the increase in volume, complexity, and creation speed of data. The principles refer to three types of entities: data (or any digital object), metadata (information about that digital object), and infrastructure."
FAIR principle,T4FS:0000014,Interoperability of digital assets,
Interoperability of digital assets,T4FS:0000137,"I1. (Meta)data use a formal, accessible, shared, and broadly applicable language for knowledge representation",
Interoperability of digital assets,T4FS:0000361,I2. (Meta)data use vocabularies that follow FAIR principles,
Interoperability of digital assets,T4FS:0000452,I3. (Meta)data include qualified references to other (meta)data,
FAIR principle,T4FS:0000170,Reuse of digital assets,
Reuse of digital assets,T4FS:0000121,Re-use,Use of content outside of its original intention.
Reuse of digital assets,T4FS:0000174,R1. (Meta)data are richly described with a plurality of accurate and relevant attributes,
R1. (Meta)data are richly described with a plurality of accurate and relevant attributes,T4FS:0000200,R1.1 (Meta)data are released with a clear and accessible data usage license,
R1. (Meta)data are richly described with a plurality of accurate and relevant attributes,T4FS:0000385,R1.2 (Meta)data are associated with detailed provenance,
R1. (Meta)data are richly described with a plurality of accurate and relevant attributes,T4FS:0000391,R1.3 (Meta)data meet domain-relevant community standards,
Reuse of digital assets,T4FS:0000370,Reproducible research,"Published results can be replicated using the documented data, code, and methods employed by the author or provider without the need for any additional information or needing to communicate with the author or provider."
FAIR principle,T4FS:0000248,Findability of digital assets,
Findability of digital assets,T4FS:0000199,F2. Data are described with rich metadata,
Findability of digital assets,T4FS:0000393,F4. (Meta)data are registered or indexed in a searchable resource,
Findability of digital assets,T4FS:0000435,F3. Metadata clearly and explicitly include the identifier of the data they describe,
Findability of digital assets,T4FS:0000512,F1. (Meta)data are assigned a globally unique and persistent identifier,
Findability of digital assets,T4FS:0000535,Encoding schema,Machine processable specifications which define the structure and syntax of metadata specifications in a formal schema language.
FAIR principle,T4FS:0000478,Accessibility of digital assets,
Accessibility of digital assets,T4FS:0000038,A1. (Meta)data are retrievable by their identifier using a standardised communications protocol,
A1. (Meta)data are retrievable by their identifier using a standardised communications protocol,T4FS:0000103,"A1.1 The protocol is open, free, and universally implementable",
A1. (Meta)data are retrievable by their identifier using a standardised communications protocol,T4FS:0000371,"A1.2 The protocol allows for an authentication and authorisation procedure, where necessary",
Accessibility of digital assets,T4FS:0000438,"A2. Metadata are accessible, even when the data are no longer available",
,T4FS:0000513,Role,
Role,T4FS:0000034,Database developer,
Role,T4FS:0000122,Trainer/teacher,
Role,T4FS:0000155,Information technology specialist,"Information systems and technology infrastructure manager, expert, or technician."
Role,T4FS:0000178,Data steward,"Data stewardship is a shared responsibility between Principal Investigators and data stewards. Principal Investigators are responsible for, and data stewards provide support for: (a) Data collection, data integration, or reuse of existing data; (b) Review of data quality; (c) Description of scientific workflow/process; (d) Provision of standards-compliant metadata; and, (e) Submission of data and data."
Role,T4FS:0000195,Information management advisor,A person having a broad knowledge of information management disciplines and who provides guidance and support to program and staff functions on all aspects of managing the information resource.
Role,T4FS:0000202,Data librarian,"Data experts who have a librarian background. Data librarians often carry out curation and metadata related work. There is much overlap between data librarians, data managers, and data stewards."
Role,T4FS:0000220,Researcher,
Researcher,T4FS:0000433,Research scientist,"A scientist who conducts activities in: (1) Research, development and analysis (RDA); (2) Managing research; and, (3) Representation and client services."
Researcher,T4FS:0000454,Scientist,A person who is studying or has expert knowledge of one or more of the natural or physical sciences.
Scientist,obo:TF4S_0000566,Data scientist,
Researcher,T4FS:0000486,Research manager,"The person who manages or coordinates resources, personnel, facilities, and operating funds-allocations in an organization conducting research, development and analysis (RDA) in the natural and physical sciences. A research manager determines the nature, priority objectives and the resources committed to their achievement within and across the organizations, and evaluates program outputs in relation to organizational objectives and policies. A research manager provides scientific advice on the direction, conduct and management of these programs. A research manager does not personally conduct research development and analysis (RDA), control and coordinate projects, or control and coordinate contracted RDA."
Role,T4FS:0000276,Data custodian,A data custodian is an IT individual or organization responsible for the IT infrastructure providing and protecting data in conformance with the policies and practices prescribed by data governance.
Role,T4FS:0000389,Data curator,
Role,T4FS:0000415,Manager,"Program delivery managers and support function managers, at all levels in an institution who are accountable for the direct delivery and support of programs and services within their domain of business responsibility."
Manager,T4FS:0000105,Project manager,"The person who is tasked with delivering a project within the boundaries and framework established by the program manager. The project manager is and should be delivery and execution focused and is judged on the elements of time, cost, and scope of the project. The person responsible for ensuring that the Project Team completes the project. The Project Manager develops the Project Plan with the team and manages the teamís performance of project tasks. It is also the responsibility of the Project Manager to secure acceptance and approval of deliverables from the Project Sponsor and Stakeholders. The Project Manager is responsible for communication, including status reporting, risk management, escalation of issues that cannot be resolved in the team, and, in general, making sure the project is delivered in budget, on schedule, and within scope."
Manager,T4FS:0000442,Program manager,"The person responsible for creating the organizational environment culture by providing clear direction and circumstances that allow people to be successful. The program manager is judged on the elements time, cost, and scope, cumulatively for all the projects and operations within the program. Program management decisions are both tactical and strategic in nature. The strategy aspects of these decisions must consider multidimensional impacts beyond the near-term delivery dates of the project. In addition to delivery and execution, the program manager has to also be concerned with the overall health and effectiveness of the program over the long term."
Manager,T4FS:0000520,Data manager,
Manager,obo:TF4S_0000568,Terminology manager,
Role,T4FS:0000437,Information management specialist,A person who is expert in one or more of the information management disciplines that support the effective and efficient management of information.
Role,T4FS:0000530,Project team member,"Responsible for executing tasks and producing deliverables as outlined in the Project Plan and directed by the Project Manager, at whatever level of effort or participation has been defined for them."
Role,obo:TF4S_0000567,Ontologist,
Role,obo:TF4S_0000569,Software engineer,
Role,obo:TF4S_0000570,System administrator,
Role,obo:TF4S_0000572,Procurement officer,
,T4FS:0000519,Learning medium,"The medium through which learning has been provided. For example, through a course, slides, video presentation, online documentation, wiki pages or others."
Learning medium,T4FS:0000095,Online documentation,
Online documentation,T4FS:0000050,Wiki site,
Online documentation,T4FS:0000082,Online workbook,
Learning medium,T4FS:0000211,Presentation slides,
Presentation slides,T4FS:0000421,Presentation slides with interactive exercises,
Learning medium,T4FS:0000305,Book,
Book,T4FS:0000432,Book chapter,
Learning medium,T4FS:0000510,Webinar,
Learning medium,T4FS:0000532,Github repository,
,T4FS:0000548,Data stewardship soft skill,The personal attributes necessary to perform a task.
Data stewardship soft skill,T4FS:0000134,Operational management,"Ongoing organizational activities associated with supporting functional elements, as opposed to project elements. Operational management also includes support of products that the organization has created through project activity."
Data stewardship soft skill,T4FS:0000165,Creativity,"The ability to have an innovative approach to research by creating new or modified current concepts, theories, approaches and/or solutions."
Data stewardship soft skill,T4FS:0000306,Intellectual leadership,"The capacity to influence stakeholders and the direction of research activities; the ability to shape others' understanding in ways that capture interest, inform and gain support; and, the capacity to influence the actions and opinions of others."
Data stewardship soft skill,T4FS:0000417,Organizational leadership,"Organizational leadership is: (a) The ability to attract, assess, mobilize and focus energies and talent to work towards a shared purpose aligned with the mandate of the organization; (b) The ability to change culture, processes and priorities within the organization; and, (c) The ability to mentor."
